domain,video_id,title,channel,channel_id,subscriber_count,view_count,like_count,comment_count,view_per_sub,like_per_view,upload_date,upload_weekday,duration_s,width,height,fps,aspect_ratio,has_chapters,has_nico_link,has_heatmap,was_premiere,collected_at,upload_hour,scene_duration_s,scene_fps,scene_num_scenes,scene_avg_shot_len_s,scene_median_shot_len_s,scene_min_shot_len_s,scene_max_shot_len_s,scene_cuts_per_minute,scene_avg_brightness,scene_avg_saturation,audio_duration_s,audio_bpm,audio_key,audio_key_confidence,audio_rms_mean,audio_rms_std,audio_spectral_centroid_hz,audio_onsets_per_sec,audio_peak_energy_at_s,audio_lufs_i,audio_lra_lu,tag_style_top,tag_mood_top,tag_closeup_ratio,tag_wide_ratio,tag_avg_characters,tag_lyrics_text_ratio,lyrics_n_lyric_lines,lyrics_first_lyric_at_s,lyrics_lyric_lines_per_min,lyrics_lang,lyrics_source,lyrics_first_vocal_at_s,thumb_style,thumb_num_characters,thumb_has_text,thumb_mood,thumb_composition,thumb_brightness,thumb_saturation,title_len,title_has_emoji,title_bracket_segments,title_has_mv_mark,title_exclaim_count,sync_cut_beat_offset_med_s,sync_cut_on_beat_ratio,sync_cut_accel_at_peak,sync_first_cut_s,sync_first_lyric_at_s,sync_beats_per_cut,lyrics_topic_1,lyrics_topic_2,lyrics_sentiment,lyrics_addressee,lyrics_text_frame_ratio,lyrics_has_hardsub,hook_cuts_first_15s,hook_energy_first_10s_ratio,audio_peak_energy_ratio,group,lyrics_compression_ratio,lyrics_title_first_s,lyrics_title_count,lyrics_first_chorus_s,sync_cut_on_line_ratio,heat_slope_first_30s,heat_peak_at_ratio,heat_peak_value
kpop,wLKpQpC3-Sw,izna 'BEEP' MV,izna (이즈나),UCfbYNlxgLuKJXQZEhkMmaCQ,2030000,51969414,191081,11000,25.6007,0.0037,20250609,0,199,3840,2160,24,1.778,False,False,True,True,2026-07-16T20:49:22,1,198.45,23.976,96,2.07,1.4,0.67,23.86,29.0,0.305,0.358,198.47,143.6,D minor,0.694,0.265,0.1512,2655.0,4.03,160,-11.0,9.9,live_action,활기,0.292,0.375,2.91,0.208,54,17,16.3,ko,asr,17,anime,6,True,활기,인물 클로즈업,0.261,0.547,14,False,0,True,0,0.089,0.516,1.46,3.96,17,5.0,이별,희망,긍정,2인칭 대상,0.172,True,8,0.268,0.806,top,0.4643,,0,68,0.3368,-0.005585,0.795,0.898
kpop,NBZgirj_C2Y,XLOV 엑스러브 '1&Only' MV,XLOV,UCHWhn9xw7x8NPPnV6eWQDQA,1170000,29048425,561436,24000,24.8277,0.0193,20250613,4,183,3840,2160,24,1.778,False,False,True,False,2026-07-16T20:58:32,2,183.39,23.976,108,1.7,1.27,0.67,8.05,35.3,0.391,0.335,183.41,112.3,D# major,0.745,0.2988,0.1237,2412.0,4.03,40,-11.3,1.6,live_action,긴장,0.407,0.361,2.53,0.056,57,8,18.6,ko,asr,57,anime|live_action|3dcg|motion_graphics|mixed,2,True,평온,인물 클로즈업,0.396,0.53,21,False,0,True,0,0.136,0.346,1.2,5.05,8,3.2,,,,,0.043,False,7,0.119,0.218,top,0.3302,,0,61,0.2897,0.009917,0.1659,1.0
kpop,2fyFx2u5fbU,izna 'Mamma Mia' MV,izna (이즈나),UCfbYNlxgLuKJXQZEhkMmaCQ,2030000,39321617,169680,11000,19.3703,0.0043,20250930,1,228,3132,2160,24,1.45,False,False,True,True,2026-07-16T21:08:24,2,227.94,23.976,76,3.0,1.96,0.67,14.89,20.0,0.384,0.481,227.95,107.7,B minor,0.474,0.2441,0.136,2130.0,3.13,190,-12.0,12.8,live_action,활기,0.211,0.474,4.57,0.25,4,7,1.1,ko,asr,74,live_action,6,True,활기,인물 클로즈업,0.336,0.658,19,False,0,True,0,0.162,0.307,1.52,2.5,7,5.4,,,,,0.202,True,4,0.471,0.834,top,,,,,,-0.003644,0.835,1.0
kpop,wlHwjkYpSr0,BABYMONSTER - ‘WE GO UP’ M/V,BABYMONSTER,UCqwUnggBBct-AY2lAdI88jQ,12600000,217843946,1410600,100000,17.2892,0.0065,20251010,4,203,3840,2160,24,1.778,False,False,True,True,2026-07-16T21:16:21,21,202.91,23.976,100,2.03,1.33,0.67,11.8,29.6,0.163,0.231,202.93,83.4,E minor,0.885,0.2552,0.1388,2724.0,3.32,60,-11.5,5.6,live_action,긴장,0.38,0.46,1.69,0.2,53,5,15.7,ko,asr,107,anime,7,True,긴장,인물 클로즈업,0.242,0.301,28,False,0,False,0,0.174,0.283,1.23,3.0,5,2.8,,,,,0.05,False,5,0.282,0.296,top,0.3757,52,10,67,0.303,0.008817,0.135,1.0
kpop,yd_uG3TtREs,BABYMONSTER - ‘PSYCHO’ M/V,BABYMONSTER,UCqwUnggBBct-AY2lAdI88jQ,12600000,203622104,1523936,67000,16.1605,0.0075,20251118,1,203,3840,2160,24,1.778,False,False,True,False,2026-07-16T21:25:37,7,203.41,23.976,65,3.13,1.63,0.67,15.26,19.2,0.215,0.369,203.43,129.2,F minor,0.88,0.2351,0.1252,2603.0,3.02,80,-12.3,6.1,live_action,긴장,0.354,0.477,3.85,0.538,73,1,21.5,ko,asr,7,live_action,5,True,활기,인물 클로즈업,0.238,0.401,26,False,0,False,0,0.162,0.203,1.27,1.54,1,6.7,이별,판타지,부정,1인칭 독백,0.196,True,6,0.715,0.393,top,0.5463,66,6,22,0.2344,-0.011078,0.2965,0.7153
kpop,7G6_avXknCk,P1Harmony (피원하모니) - ‘DUH!’ MV,P1Harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,1740000,22307850,231411,14000,12.8206,0.0104,20250508,3,197,3840,2160,24,1.778,False,False,True,False,2026-07-18T01:00:04,2,196.74,23.976,85,2.31,1.17,0.63,19.89,25.9,0.249,0.359,196.75,103.4,D minor,0.686,0.3436,0.1294,2420.0,2.78,160,-9.9,3.2,live_action,긴장,0.318,0.353,3.26,0.259,77,12,23.5,ko,asr,12,anime,7,True,활기,인물 클로즈업,0.354,0.421,29,False,0,True,1,0.12,0.417,0.7,0.71,12,4.0,희망,,긍정,1인칭 독백,0.255,True,7,0.765,0.813,top,0.5153,175,2,66,0.381,-0.004964,0.355,0.849
kpop,H4H99b1CjPU,ATEEZ(에이티즈) - 'Lemon Drop' Official MV,KQ ENTERTAINMENT,UCQdq-lqPEq_yZ_wP_kuVB9Q,3350000,42044156,571212,50000,12.5505,0.0136,20250613,4,223,3840,2160,24,1.778,False,False,True,False,2026-07-18T01:06:26,21,222.93,23.976,144,1.55,1.23,0.63,10.01,38.8,0.342,0.354,222.95,103.4,E minor,0.648,0.2703,0.1628,2341.0,3.52,160,-11.7,10.1,live_action,평온,0.653,0.188,1.76,0.104,85,19,22.9,ko,asr,30,live_action,1,True,슬픔,인물 클로즈업,0.384,0.359,38,False,0,True,0,0.141,0.336,1.09,10.01,19,2.7,사랑,이별,부정,1인칭 독백,0.054,False,2,0.312,0.718,top,0.461,,0,33,0.4336,0.015957,0.745,1.0
kpop,JOF2ZTqvzwY,ATEEZ(에이티즈) - 'In Your Fantasy' Official MV,KQ ENTERTAINMENT,UCQdq-lqPEq_yZ_wP_kuVB9Q,3350000,41525347,621954,43000,12.3956,0.015,20250711,4,221,3840,2160,24,1.778,False,False,True,False,2026-07-18T01:18:05,21,221.05,23.976,101,2.19,1.54,0.71,10.01,27.4,0.22,0.444,221.07,117.5,G minor,0.399,0.2701,0.1939,2762.0,3.43,170,-11.1,3.1,live_action,긴장,0.564,0.238,2.07,0.089,68,47,18.5,ko,asr,,live_action,1,True,긴장,인물 클로즈업,0.422,0.689,43,False,0,True,0,0.081,0.58,1.11,10.01,47,4.3,,,,,0.072,False,2,0.315,0.769,top,0.3304,55,2,68,0.31,0.015601,0.8689,1.0
kpop,m18dRRu9-V4,P1Harmony (피원하모니) - ‘UNIQUE’ MV,P1Harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,1740000,19336115,212448,10000,11.1127,0.011,20260312,3,178,3840,1920,24,2.0,False,False,True,False,2026-07-18T01:28:14,2,177.47,23.976,105,1.69,1.17,0.67,10.34,35.5,0.281,0.398,177.47,129.2,C# major,0.341,0.3381,0.1204,2544.0,3.58,100,-10.3,3.4,live_action,긴장,0.429,0.362,2.13,0.105,76,0,25.7,ko,asr,38,anime,2,True,신비,인물 클로즈업,0.619,0.208,31,False,0,True,0,0.125,0.375,1.11,2.79,0,3.6,희망,,긍정,1인칭 독백,0.056,False,2,0.904,0.563,top,0.5519,17,1,11,0.3846,-0.00726,0.485,1.0
kpop,NCuFonpf-qk,XLOV 엑스러브 'Rizz' MV,XLOV,UCHWhn9xw7x8NPPnV6eWQDQA,1170000,11598994,384848,16000,9.9137,0.0332,20251105,2,163,3840,2160,24,1.778,False,False,True,False,2026-07-18T01:38:32,1,163.0,23.976,92,1.77,1.25,0.67,6.26,33.9,0.166,0.234,163.01,136.0,C minor,0.652,0.2614,0.1436,3178.0,3.14,80,-11.9,12.0,live_action,긴장,0.304,0.576,6.02,0.217,44,22,16.2,ko,asr,45,anime,1,True,슬픔,인물 클로즈업,0.29,0.364,19,False,0,True,0,0.126,0.308,1.34,5.8,22,4.0,,,,,0.049,False,4,0.294,0.491,top,0.4218,,0,59,0.3516,0.025091,0.145,1.0
kpop,W8ml4ryPwic,STAYC(스테이씨) ‘I WANT IT’ MV,STAYC,UCod5V2dpnpJLklGvVOv5FcQ,1860000,14711892,131441,21000,7.9096,0.0089,20250721,0,196,3840,2160,24,1.778,False,False,True,False,2026-07-18T01:48:55,2,195.74,23.976,95,2.06,1.34,0.67,13.31,29.1,0.518,0.285,195.75,129.2,F# minor,0.485,0.1438,0.0785,2940.0,2.67,160,-16.5,4.0,live_action,활기,0.232,0.442,3.12,0.326,53,15,16.2,ko,asr,23,live_action,1,True,평온,인물 클로즈업,0.563,0.248,26,False,0,True,0,0.119,0.383,1.15,0.96,15,4.4,이별,자기긍정,부정,1인칭 독백,0.102,True,4,0.109,0.817,top,0.4413,51,14,59,0.2872,0.002527,0.305,1.0
kpop,8cEdndsuzSE,XG - GALA (Official Music Video),XG,UC12HMtO5MYph9dCZZ7yygng,4860000,28119190,429689,19000,5.7858,0.0153,20250919,4,233,3840,2160,24,1.778,False,False,True,True,2026-07-18T02:00:51,2,232.69,23.976,110,2.12,1.25,0.63,13.47,28.4,0.542,0.416,232.71,129.2,E minor,0.515,0.2216,0.0979,2793.0,3.89,170,-13.0,4.9,anime,활기,0.491,0.427,2.58,0.173,98,4,25.3,ko,asr,,anime,8,True,활기,인물 클로즈업,0.249,0.087,32,False,0,True,0,0.119,0.44,0.96,2.63,4,4.5,,,,,0.026,False,6,0.167,0.731,top,0.4795,139,7,195,0.4037,-0.002801,0.675,1.0
kpop,cUfDOS2SINM,XG - HYPNOTIZE (Official Music Video),XG,UC12HMtO5MYph9dCZZ7yygng,4860000,25452793,447368,13000,5.2372,0.0176,20260123,4,190,3840,2160,24,1.778,False,False,True,True,2026-07-18T02:12:17,2,189.69,23.976,110,1.72,1.31,0.63,5.88,34.8,0.347,0.45,189.71,129.2,F major,0.794,0.1433,0.08,2667.0,3.29,150,-15.4,7.7,live_action,활기,0.473,0.427,2.76,0.091,53,6,16.8,ko,asr,,anime|live_action|3dcg|motion_graphics|mixed,2,True,신비,인물 클로즈업,0.389,0.841,37,False,0,True,0,0.122,0.339,0.96,2.92,6,3.7,,,,,0.011,False,7,0.245,0.791,top,0.3565,18,6,55,0.3028,0.012488,0.185,1.0
kpop,eHHQaoEW30Q,"TWICE ""THIS IS FOR"" M/V",JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,32100000,135476195,1952212,233000,4.2204,0.0144,20250711,4,134,3600,2160,24,1.667,False,False,True,True,2026-07-18T02:23:09,20,133.75,24.0,67,2.0,1.54,0.62,9.08,30.1,0.41,0.191,133.77,129.2,F# minor,0.581,0.2446,0.118,3167.0,3.91,30,-12.1,3.4,live_action,활기,0.328,0.403,4.24,0.119,40,32,17.9,ko,asr,123,live_action,8,True,활기,인물 클로즈업,0.397,0.366,23,False,0,False,0,0.12,0.424,0.81,1.58,32,4.3,,,,,0.075,False,5,0.443,0.224,top,0.3954,,0,79,0.303,-0.014481,0.305,0.5376
kpop,CgCVZdcKcqY,BLACKPINK - ‘뛰어(JUMP)’ M/V,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,101000000,409959679,6760848,480000,4.059,0.0165,20250711,4,193,3840,2160,24,1.778,False,False,True,True,2026-07-18T02:29:58,21,193.15,23.976,84,2.3,1.48,0.71,11.72,26.1,0.186,0.223,193.17,143.6,G minor,0.614,0.266,0.1478,2246.0,3.66,120,-12.1,9.8,live_action,활기,0.238,0.607,5.99,0.333,35,18,10.9,ko,asr,18,anime|live_action|3dcg|motion_graphics|mixed,4,True,활기,인물 클로즈업,0.221,0.203,26,False,0,False,0,0.127,0.422,1.05,2.84,18,5.5,,,,,0.072,False,7,0.478,0.621,top,0.4594,109,4,124,0.1928,-0.001312,0.2262,0.9324
kpop,P7vBoGWoReg,"Stray Kids ""CEREMONY"" M/V",JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,32100000,122650482,1958346,205000,3.8209,0.016,20250822,4,171,3840,2160,24,1.778,False,False,True,False,2026-07-18T02:39:14,20,171.25,23.976,61,2.81,1.33,0.67,15.14,21.4,0.252,0.53,171.27,123.0,F minor,0.515,0.3667,0.1834,2560.0,3.19,90,-9.1,3.6,live_action,긴장,0.361,0.492,2.62,0.23,53,7,18.6,ko,asr,23,live_action,6,True,활기,인물 클로즈업,0.26,0.542,25,False,0,False,0,0.122,0.483,1.28,1.79,7,5.7,희망,,긍정,1인칭 독백,0.081,False,9,0.758,0.525,top,0.5729,,0,47,0.3167,-0.002678,0.4375,0.8596
kpop,nYueShCPYUY,ZEROBASEONE (제로베이스원) ‘LOVEPOCALYPSE’ MV,ZEROBASEONE,UCSAp0Yl9S0Zq5uDqE6im_XQ,2120000,6895623,53816,7200,3.2527,0.0078,20260202,0,192,3840,2160,24,1.778,False,False,True,False,2026-07-18T02:46:35,1,191.61,23.976,92,2.08,1.4,0.67,11.43,28.8,0.322,0.443,191.61,89.1,G major,0.737,0.3004,0.11,2509.0,3.05,90,-10.4,4.6,live_action,활기,0.304,0.435,24.53,0.109,51,0,16.0,ko,asr,11,live_action,10,True,활기,인물 클로즈업,0.286,0.363,39,False,0,True,0,0.226,0.209,0.95,1.0,0,3.1,사랑,희망,긍정,1인칭 독백,0.125,True,8,0.586,0.47,top,0.4773,,0,32,0.2967,0.003771,0.995,1.0
kpop,Ao2GsXHMD_4,JENNIE - Seoul City (Official Video),JENNIE,UCN9_L9lA9kqJbGANLRus_1A,17800000,51019474,1149702,40000,2.8663,0.0225,20250426,5,165,1920,1080,24,1.778,False,False,True,False,2026-07-21T00:46:18,21,165.21,23.976,67,2.47,1.92,0.42,20.23,24.3,0.42,0.31,165.21,152.0,D minor,0.908,0.2995,0.1167,1881.0,2.86,90,-12.4,4.4,live_action,평온,0.597,0.269,1.06,0.045,1,64,0.4,ko,asr,64,anime,1,True,신비,인물 클로즈업,0.424,0.239,36,False,0,False,0,0.087,0.576,1.38,1.88,64,6.3,,,,,0.0,False,9,0.69,0.545,top,,,,,,-0.005862,0.4879,0.9649
kpop,M2WTUoy4y6E,aespa 에스파 'Dirty Work' MV,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,33700000,93530804,1358667,80000,2.7754,0.0145,20250627,4,189,3840,2160,24,1.778,False,False,True,True,2026-07-21T01:36:19,20,189.19,23.976,102,1.85,1.46,0.63,10.18,32.3,0.28,0.23,189.21,99.4,G minor,0.616,0.3015,0.1238,2322.0,2.98,80,-11.0,5.3,live_action,긴장,0.441,0.392,4.19,0.069,56,10,17.8,ko,asr,12,live_action,4,True,활기,인물 클로즈업,0.411,0.131,25,False,0,True,0,0.173,0.267,1.4,10.18,10,3.1,이별,희망,긍정,1인칭 독백,0.021,False,2,0.434,0.423,top,0.4698,,0,42,0.3663,0.006038,0.8193,0.9053
kpop,R2-yomhYAj4,"KATSEYE (캣츠아이) ""Gnarly"" Official MV",HYBE LABELS,UC3IZKseVpdzPSBaWxBxundA,81900000,209707753,1963820,110000,2.5605,0.0094,20250430,2,142,3840,2160,24,1.778,False,False,True,True,2026-07-16T21:39:34,20,141.81,23.976,39,3.64,1.59,0.71,37.0,16.5,0.41,0.392,141.83,136.0,D# major,0.291,0.2341,0.1204,2829.0,2.33,60,-13.0,4.8,live_action,활기,0.436,0.308,2.59,0.077,54,0,22.8,ko,asr,5,live_action,1,True,긴장,인물 클로즈업,0.178,0.288,35,False,0,True,0,0.106,0.5,0.75,3.34,0,8.2,판타지,,부정,1인칭 독백,0.028,False,3,0.608,0.423,top,0.5423,,0,23,0.5,-0.010006,0.075,0.8033
kpop,n7kFRxFIPrI,Hearts2Hearts 하츠투하츠 'STYLE' MV,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,33700000,69274902,815459,69000,2.0556,0.0118,20250618,2,224,3840,2160,24,1.778,False,False,True,False,2026-07-16T21:44:57,2,223.93,23.976,143,1.57,1.29,0.63,9.13,38.3,0.588,0.201,223.93,129.2,F major,0.752,0.2533,0.1195,2683.0,3.62,190,-11.2,6.5,live_action,활기,0.315,0.385,3.9,0.035,60,7,16.1,ko,asr,7,anime|mixed,8,True,활기,인물 클로즈업,0.588,0.186,30,False,0,True,0,0.112,0.451,1.03,2.08,7,3.4,사랑,이별,긍정,2인칭 대상,0.071,False,11,0.385,0.848,top,0.4277,,0,75,0.2606,-0.004342,0.235,0.9967
kpop,2oudQLZ0kY8,"[MV] Saza Choi(SAZA최우준) _ Now, I Want Some Peace(쉬련다)",1theK (원더케이),UCweOkPb1wVVH0Q0Tlj4a5Pw,25100000,206,9,,0.0,0.0437,20250430,2,204,720,480,30,1.5,False,False,False,False,2026-07-16T21:57:35,8,203.9,30.0,110,1.85,1.27,0.53,11.3,32.4,0.29,0.349,203.93,95.7,G minor,0.484,0.1915,0.0954,1693.0,2.84,180,-13.6,3.8,live_action,활기,0.727,0.018,1.04,0.036,9,4,2.6,ko,ocr,22,live_action,1,True,평온,인물 클로즈업,0.325,0.227,53,False,1,True,0,0.182,0.202,1.12,1.1,4,3.0,이별,,부정,1인칭 독백,0.127,True,6,0.855,0.883,bottom,0.4571,,0,6,0.0092,,,
kpop,4jF2R41UvTI,[MV] Mew(미유) _ Lalala(라라라) (2022) 현대 Ver.,1theK (원더케이),UCweOkPb1wVVH0Q0Tlj4a5Pw,25100000,663,19,1,0.0,0.0287,20250430,2,252,3840,2160,24,1.778,False,False,False,False,2026-07-16T22:03:01,8,252.42,24.0,46,5.49,4.42,0.96,20.17,10.9,0.385,0.087,252.45,161.5,G# major,0.799,0.1727,0.1208,2028.0,2.62,100,-12.4,23.4,live_action,평온,0.457,0.217,1.87,0.043,30,0,7.1,ko,ocr,13,live_action,2,True,평온,인물 클로즈업,0.453,0.185,41,False,1,True,0,0.105,0.444,1.12,11.17,0,14.8,일상,,중립,1인칭 독백,0.119,True,2,0.14,0.396,bottom,0.1991,,0,238,0.0,,,
kpop,Uv7LRq_R6xY,"YAOCHEN(야오천) - ""右肩的约定""(Our Promise) M/V",JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,32100000,33229,3220,193,0.001,0.0969,20251124,0,207,3840,2160,30,1.778,False,False,False,False,2026-07-16T22:08:31,20,206.87,29.97,83,2.49,2.1,0.57,12.38,24.1,0.419,0.246,206.89,99.4,B major,0.765,0.2308,0.105,2307.0,2.81,180,-12.6,8.8,live_action,평온,0.313,0.446,0.89,0.916,68,13,19.7,ko,asr,,live_action,1,True,슬픔,인물 클로즈업,0.261,0.247,39,False,0,False,0,0.175,0.268,1.01,1.0,13,4.1,,,,,0.854,True,2,0.212,0.87,bottom,0.3805,,0,62,0.3171,,,
kpop,mWlOZ78kxJc,"YAOCHEN(야오천) ""你看风景我看你"" (EYES ON YOU) M/V",JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,32100000,46341,3354,182,0.0014,0.0724,20250428,0,194,1920,1080,25,1.778,False,False,False,False,2026-07-16T22:17:21,21,193.48,25.0,132,1.47,1.32,0.6,4.4,40.9,0.428,0.22,193.49,143.6,C# major,0.866,0.2574,0.0887,2786.0,3.61,150,-11.9,5.2,live_action,평온,0.333,0.364,1.37,0.917,54,39,16.7,ko,asr,,live_action,1,True,평온,인물 클로즈업,0.762,0.172,40,False,0,False,0,0.108,0.481,0.74,4.24,39,3.5,,,,,0.907,True,9,0.37,0.775,bottom,0.3192,,0,94,0.2519,,,
kpop,f6u2FjgLesQ,[Pase A La Fama] Official Theme Song 'Qué Puedo Perder' Official MV by Yahritza Y Su Esencia,HYBE LABELS,UC3IZKseVpdzPSBaWxBxundA,81900000,198374,4241,11000,0.0024,0.0214,20250516,4,173,3840,2160,24,1.778,False,False,True,False,2026-07-16T22:28:55,9,172.84,23.976,2,86.42,86.42,2.67,170.17,0.7,0.14,0.173,172.85,136.0,A minor,0.689,0.2656,0.0923,2330.0,4.95,30,-12.0,4.4,live_action,활기,0.0,0.5,0.5,0.5,22,13,7.6,ko,asr,13,live_action,7,False,활기,인물 클로즈업,0.353,0.326,92,False,1,True,0,1.045,0.0,0.0,2.67,13,194.3,,,,,0.023,False,1,0.571,0.174,bottom,0.7025,,0,135,0.0,-0.013098,0.675,1.0
kpop,Pl88TpRRWkI,BoA ボア 'Good for U' MV,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,33700000,275474,12761,831,0.0082,0.0463,20250810,6,210,2560,1440,24,1.778,False,False,True,False,2026-07-16T22:31:59,8,209.79,23.976,101,2.08,1.46,0.63,12.14,28.9,0.362,0.426,209.81,107.7,F# minor,0.612,0.2481,0.1552,2259.0,3.39,20,-13.4,5.7,live_action,활기,0.238,0.455,2.51,0.04,31,14,8.9,ko,asr,14,live_action,1,True,활기,인물 클로즈업,0.369,0.507,22,False,0,True,0,0.176,0.27,0.52,4.96,14,3.7,희망,,긍정,1인칭 독백,0.0,False,4,0.661,0.095,bottom,0.3542,,0,55,0.18,-0.019325,0.565,1.0
kpop,vlmXpQOE75c,TXT (투모로우바이투게더) 'SSS (Sending Secret Signals) (feat. HYDE)' Official MV,HYBE LABELS,UC3IZKseVpdzPSBaWxBxundA,81900000,670201,59795,3600,0.0082,0.0892,20260208,6,201,1920,1080,24,1.778,False,False,True,False,2026-07-16T22:42:36,7,200.99,23.976,78,2.58,1.92,0.71,9.26,23.3,0.341,0.552,201.01,143.6,A minor,0.676,0.2943,0.1329,2552.0,2.38,50,-10.5,7.4,anime,긴장,0.821,0.103,1.05,0.218,51,7,15.2,ko,asr,24,anime,5,True,활기,인물 클로즈업,0.368,0.395,71,False,0,True,0,0.098,0.532,1.57,3.5,7,6.2,,,,,0.11,True,7,0.35,0.249,bottom,0.578,,0,108,0.2597,-0.01481,0.585,1.0
kpop,k6a1YUHtJDs,CHANYEOL 찬열 'Ocean Drive' MV,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,33700000,365242,32175,2800,0.0108,0.0881,20250831,6,170,3000,2160,24,1.389,False,False,True,False,2026-07-16T22:50:48,6,170.33,24.0,65,2.62,1.62,0.62,18.54,22.9,0.534,0.283,170.35,112.3,G# major,0.891,0.2597,0.0853,2614.0,4.04,120,-11.7,3.3,live_action,활기,0.385,0.077,1.02,0.169,71,0,25.0,ko,asr,3,live_action,1,True,활기,인물 클로즈업,0.446,0.233,28,False,0,True,0,0.139,0.375,0.8,1.92,0,4.9,희망,판타지,긍정,1인칭 독백,0.141,True,3,0.724,0.704,bottom,0.4073,,0,34,0.5312,-0.017331,0.2967,0.8182
kpop,FpC0CCONgK8,BM - 'Ooh' MV,KARD,UC5OwlwvsVmf_lXHguB6OYFw,3730000,211800,15984,992,0.0568,0.0755,20251204,3,176,3840,2160,24,1.778,False,False,True,False,2026-07-21T00:52:45,1,175.63,23.976,88,2.0,1.52,0.67,8.42,30.1,0.233,0.448,175.65,184.6,A# minor,0.623,0.2292,0.1404,3059.0,4.41,20,-12.6,11.3,live_action,긴장,0.466,0.114,1.24,0.193,58,1,19.8,ko,asr,,live_action,1,True,긴장,인물 클로즈업,0.162,0.18,13,False,0,True,0,0.08,0.655,0.81,2.63,1,6.1,,,,,0.068,False,4,0.254,0.114,bottom,0.3245,7,6,81,0.3103,0.015177,0.365,1.0
kpop,LiZAgfmoQwc,izna 'BEEP (Japan Edition)' MV,izna (이즈나),UCfbYNlxgLuKJXQZEhkMmaCQ,2030000,224336,17065,623,0.1105,0.0761,20250623,0,199,3840,2160,24,1.778,False,False,True,True,2026-07-21T01:02:44,1,198.45,23.976,101,1.96,1.29,0.63,23.86,30.5,0.31,0.353,198.47,143.6,D minor,0.692,0.244,0.1397,2646.0,4.03,160,-11.7,9.9,live_action,활기,0.307,0.386,2.91,0.188,51,17,15.4,ko,asr,17,live_action,6,True,활기,인물 클로즈업,0.482,0.341,30,False,0,True,0,0.095,0.6,1.39,3.96,17,4.7,이별,희망,부정,1인칭 독백,0.172,True,8,0.26,0.806,bottom,0.5903,,0,69,0.31,0.004692,0.495,1.0
kpop,Iy8-qPT8rQE,xikers(싸이커스) - 'Up All Night' Official MV,KQ ENTERTAINMENT,UCQdq-lqPEq_yZ_wP_kuVB9Q,3350000,426599,29237,1800,0.1273,0.0685,20250716,2,233,3840,2160,24,1.778,False,False,True,False,2026-07-16T22:57:47,2,232.82,23.976,124,1.88,1.42,0.67,10.05,32.0,0.511,0.41,232.83,117.5,F minor,0.544,0.2967,0.1312,2457.0,3.59,210,-10.8,3.9,live_action,활기,0.056,0.605,5.04,0.323,158,19,40.7,ko,asr,21,live_action,3,True,활기,인물 클로즈업,0.74,0.175,41,False,0,True,0,0.15,0.407,0.95,10.05,19,3.7,사랑,희망,긍정,1인칭 독백,0.043,False,1,0.284,0.902,bottom,0.5709,,0,218,0.7317,0.009793,0.275,1.0
kpop,4quKTg17A94,모모랜드 (MOMOLAND) - 𝒘𝒉𝒊𝒕𝒆 𝒔𝒑𝒓𝒊𝒏𝒈 (하얀 봄) [Music Video],MOMOLAND (모모랜드),UCfWtQwSgfy3tm0zUt-PWG-g,1000000,134174,7262,1600,0.1342,0.0541,20260123,4,210,3840,2160,30,1.778,False,False,True,False,2026-07-16T23:10:29,1,210.03,30.0,91,2.31,1.77,0.5,9.13,26.0,0.639,0.29,210.05,107.7,G major,0.946,0.2687,0.1165,2137.0,2.72,180,-10.7,6.7,live_action,활기,0.462,0.088,2.87,0.78,95,18,27.1,ko,ocr,8,mixed,0,True,활기,구도 한 구절,0.562,0.277,51,False,1,True,0,0.143,0.311,0.82,1.27,18,4.1,사랑,희망,긍정,1인칭 독백,0.667,True,4,0.354,0.857,bottom,0.1863,,0,20,0.2889,0.013085,0.9997,1.0
kpop,LPL1fozVrIw,전지우 - 'Home Sweet Home' MV,KARD,UC5OwlwvsVmf_lXHguB6OYFw,3730000,568880,29734,1500,0.1525,0.0523,20260211,2,193,2880,2160,24,1.333,False,False,True,True,2026-07-16T23:19:29,0,192.73,23.976,107,1.8,1.54,0.67,4.17,33.3,0.409,0.378,192.75,143.6,C minor,0.58,0.3577,0.1487,2514.0,2.33,60,-9.9,3.1,live_action,신비,0.542,0.308,1.3,0.0,37,5,11.5,ko,asr,,anime,1,True,긴장,인물 클로즈업,0.137,0.222,26,False,0,True,0,0.095,0.528,0.91,1.29,5,4.3,,,,,0.021,False,7,0.624,0.311,bottom,0.3648,45,3,101,0.217,-0.013434,0.175,0.4569
